id,group_size,message,annotator_a,annotator_b,annotator_c,annotator_d,ChatGPT,merged_label_w_ChatGPT,merged_label_w/o_ChatGPT
3472,1,what do you want me to do?,['order'],"['why', '*']",['doing'],['doing'],['why'],,
3471,1,Help me scan the objects,['order'],['order'],['order'],['order'],['order'],order,order
3462,1,"C, follow me to sense an object",['order'],['order'],"['order', 'why']",['order'],['order'],order,order
3461,1,"C, can you sense objet 18?",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3458,1,"We cannot move object 15, but it is dangerous",['dangerous'],['dangerous'],"['why', 'features']",['features'],['dangerous'],dangerous,
3454,1,All the objects here seem to be benign,['safe'],['safe'],['features'],['features'],['safe'],safe,
3452,1,Lets move to another room,['doing'],['order'],['order'],"['doing', 'order']",['order'],order,order
3441,1,"Ok, on it",['confirm'],['doing'],['confirm'],['confirm'],['confirm'],confirm,confirm
3440,1,"A, let's carry 11",['doing'],['order'],['order'],['order'],['order'],order,order
3434,1,B can you please share your sensor result?,['features'],['order'],['order'],"['order', 'features']","['order', 'features']",features+order,order
3430,1,Let me know as soon as you find one,['doing'],['doing'],['order'],['order'],['order'],order,
3428,1,Waiting for new information about dangerous objects,['doing'],['dangerous'],['doing'],['doing'],['dangerous'],doing,doing
3426,1,We need to find more dangerous objects,['doing'],['order'],['order'],['doing'],['dangerous'],,
3424,1,Follow me to sense an object,['order'],['order'],['order'],['order'],['order'],order,order
3422,1,follow me now,['order'],['order'],['order'],['order'],['order'],order,order
3420,1,"Thanks C, you can stop following me now",['order'],['order'],['order'],['order'],"['order', 'confirm']",order,order
3412,1,"A, can you call C, please?",['order'],['order'],['order'],['order'],['order'],order,order
3411,1,can you get far away from me?,['order'],['order'],['order'],['order'],['order'],order,order
3409,1,"C, can you move please?",['order'],['order'],['order'],['order'],['order'],order,order
3408,1,I will do it,['confirm'],['doing'],['confirm'],['confirm'],['confirm'],confirm,confirm
3407,1,"C, dispose object 3",['order'],['order'],['order'],['order'],['order'],order,order
3401,1,I will now dispose object 3,['doing'],['doing'],['confirm'],"['doing', 'make-safe']",['doing'],doing,doing
3399,1,I succesfully disposed object 0,['doing'],['doing'],['confirm'],"['doing', 'make-safe']",['confirm'],doing,doing
3394,1,I will carry object 0 to the disposal zone by myseld,['doing'],['doing'],['doing'],"['doing', 'make-safe']",['doing'],doing,doing
3384,1,Let's follow B to find the dangerous objects,['doing'],"['order', 'why']","['doing', 'order']","['doing', 'order']",['order'],doing+order,doing+order
3383,1,Hi everyone,[''],['confirm'],[''],[''],['greeting'],,
3382,1,hello everyone,[''],['confirm'],[''],[''],['greeting'],,
3376,1,Agent D are you still following me,['doing'],['doing'],['doing'],['doing'],['confirm'],doing,doing
3375,1,I need strength 4,['doing'],['doing'],['features'],['features'],['features'],features,
3374,1,Everybody follow me please,['order'],['order'],['order'],['order'],['order'],order,order
3372,1,Agent D help me carry and object. Follow me,['order'],['order'],['order'],['order'],['order'],order,order
3368,1,Help me carry an object,['order'],['order'],['order'],['order'],['order'],order,order
3365,1,Can you follow me Agent C,['order'],['order'],['order'],['order'],['order'],order,order
3358,1,But stay in range Agent D,['order'],['order'],['order'],['order'],['order'],order,order
3356,1,Move away Agent D,['order'],['order'],['order'],['order'],['order'],order,order
3350,1,Please back up but stay in range Agent D,['order'],['order'],['order'],['order'],['order'],order,order
3346,1,I am picking up the obeject now so stay close,['order'],['doing'],"['order', 'doing']","['doing', 'order']",['doing'],doing+order,doing+order
3342,1,Agent D can you help me and agent B carry this heavy object,['order'],['order'],['order'],"['order', 'features']",['order'],order,order
3339,1,D i don't need your help anymore,['order'],['order'],['order'],['order'],"['order', 'confirm']",order,order
3338,1,D you do not need to follow me any more follow A instead ,['order'],['order'],['order'],['order'],['order'],order,order
3335,1,Come to object 0,['order'],['order'],['order'],['order'],['order'],order,order
3333,1,B is also helping me,['doing'],['doing'],['doing'],['doing'],['confirm'],doing,doing
3330,1,Agent D can you help us carry a heavy object,['order'],['order'],['order'],"['order', 'features']",['order'],order,order
3329,1,ok agent D is coming,['doing'],"['doing', 'confirm']",['confirm'],['doing'],['confirm'],confirm+doing,doing
3327,1,We need at least one agent to grab a dangerous object,['doing'],"['doing', 'why']",['order'],['features'],['dangerous'],,
3326,1,"Follow me to object 2 at 7.5, 7.5",['order'],['order'],['order'],['order'],['order'],order,order
3325,1,perfect I will follow you A,['confirm'],"['doing', 'confirm']",['doing'],"['confirm', 'doing']",['confirm'],confirm+doing,confirm+doing
3323,1,C and A do you need any help?,['doing'],['doing'],[''],['doing'],['offer'],doing,doing
3322,1,Can you help me grab object 2,['order'],['order'],['order'],['order'],['order'],order,order
3315,1,D are you still following me?,['doing'],['doing'],['doing'],['doing'],['confirm'],doing,doing
3312,1,I can help carry the object,['doing'],['order'],['confirm'],['confirm'],['offer'],,
3306,1,"There's a dangerous object at 7.5, 7.5",['features'],['dangerous'],['features'],['features'],['dangerous'],features,features
3305,1,can you help me carry an object?,['order'],['order'],['order'],['order'],['order'],order,order
3299,1,"hey agent C, can you help me carry object 18?",['order'],['order'],['order'],['order'],['order'],order,order
3298,1,"okay agent D, can you stay here? I will call agent C to help carry object 18",['order'],['doing'],"['order', 'doing']",['order'],['order'],order,order
3297,1,"hey c, can you come here",['order'],['order'],['order'],['order'],['order'],order,order
3291,1,"hey agent D, can you help me semse object 15?",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3279,1,I put the information about object 19 in the text,['doing'],['doing'],"['confirm', 'features']",['features'],['inform'],,
3271,1,"c, help me carry object 2",['order'],['order'],['order'],['order'],['order'],order,order
3269,1,"hey agent D, do you mind moving a bit away for me to grab object 7?",['order'],['order'],"['order', 'why']",['order'],['order'],order,order
3267,1,"hey D, do you mind moving a bit away for me to grab object 7?",['order'],['order'],"['order', 'why']",['order'],['order'],order,order
3265,1,"c help me sense object 4 at (6.5, 6.5)",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3261,1,"come help me sense object 2 at (7.5,8.5)",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3255,1,"okay agent D, can you help me carry object 9?",['order'],['order'],['order'],['order'],['order'],order,order
3251,1,"C, come help me sense obkect 1 at (5.5,8.5)",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3250,1,"a come help me sense obkect 1 at (5.5,8.5)",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3245,1,"agent D, can you help me sense object 7?",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3242,1,d come with me,['order'],['order'],['order'],['order'],['order'],order,order
3223,1,"Agent C, can you help me pick up object 14",['order'],['order'],['order'],['order'],['order'],order,order
3200,1,Follow me plase,['order'],['order'],['order'],['order'],['order'],order,order
3198,1,Agent B can you help me pick up object 14,['order'],['order'],['order'],['order'],['order'],order,order
3182,1,Can you scan object 14 again,['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3178,1,"Agent B is over by (-5,-5)",['doing'],['doing'],['confirm'],['doing'],['inform'],doing,doing
3159,1,"Great, agent c can you follow me",['order'],['order'],['order'],['order'],['order'],order,order
3155,1,"Agent C, can you help me scan object 17 at (-6.5, -7.5)",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3148,1,"Agent C, can you also scan object 14 at (5.5, -6.5)",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
3139,1,"Ok, agent C, can you help me scan object 12 at (8.5, -5.5) 1",['order'],"['order', 'features']",['order'],['order'],"['order', 'features']",order,order
3137,1,"Agent C, can you help me?",['order'],['order'],['order'],['order'],['order'],order,order
3103,1,okay let's carry it then,['doing'],['order'],"['confirm', 'order']","['doing', 'order']",['confirm'],order,order
3101,1,mine says dangeroyus,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
3099,1,can we have C scan it?,['doing'],['order'],['order'],['order'],"['order', 'features']",order,order
3096,1,dang,['confirm'],[''],['confirm'],['confirm'],['other'],confirm,confirm
3095,1,what does yours say,['doing'],"['why', '*']",['features'],['features'],['why'],,
3094,1,oh,[''],[''],['confirm'],['confirm'],['other'],,
3090,1,closest box to doorway,[''],['features'],['features'],['features'],['features'],features,features
3085,1,"B, let's lift object 1",['order'],['order'],['order'],"['order', 'doing']",['order'],order,order
3081,1,D follow us,['order'],['order'],['order'],['order'],['order'],order,order
3079,1,"D, come here",['order'],['order'],['order'],['order'],['order'],order,order
3075,1,sorry talking to ai,['doing'],['doing'],['doing'],[''],['inform'],doing,doing
3074,1,okay go,['confirm'],['order'],['confirm'],['confirm'],['confirm'],confirm,confirm
3069,1,lets get object 1 now,['order'],['order'],['order'],"['doing', 'order']",['order'],order,order
3067,1,ok lets leave it alone],['confirm'],['doing'],['order'],"['doing', 'order']",['order'],order,
3065,1,benign,['safe'],[''],['features'],['features'],['safe'],,
3062,1,what does it say for you A?,['features'],"['why', '*']",['features'],['features'],['why'],features,features
3061,1,it may be beging,['safe'],['safe'],['features'],['features'],['safe'],safe,
3055,1,what about object 16 here?,['features'],['doing'],['features'],['features'],['why'],features,features
3050,1,"B, could you pleas help me carry object 13",['order'],['order'],['order'],['order'],['order'],order,order
3049,1,can you help me lift object 1 D?,['order'],['order'],['order'],['order'],['order'],order,order
3047,1,I'll drop it then,['confirm'],['order'],['confirm'],['doing'],['order'],,
3045,1,dangerous for me,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
3043,1,can you see it?,['doing'],['order'],[''],['features'],['doing'],,
3042,1,I'm carrying it,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
3039,1,yes i cna,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
3037,1,it is weight 4,['features'],['features'],['features'],['features'],['features'],features,features
3032,1,can you help us carry object 1?,['order'],['order'],['order'],['order'],['doing'],order,order
3030,1,"agent D, is this information about object 11 correct?",['features'],['doing'],['features'],['features'],['features'],features,features
3029,1,ok we should lift in in. Ill get the others,['doing'],['doing'],['doing'],['doing'],"['doing', 'order']",doing,doing
3024,1,is object 1 dangerous for you?,['dangerous'],['dangerous'],['features'],['features'],"['dangerous', 'why']",dangerous,
3019,1,oh nvm that was the ai,[''],['why'],['confirm'],[''],['doing'],,
3015,1,"Agent D, can you come over and scan object  11? ",['order'],['order'],['order'],['order'],['order'],order,order
3014,1,did you say something about object 10?,['doing'],['doing'],[''],['features'],['doing'],doing,
3013,1,ok cool please help me bring it in the circle,['order'],['order'],['order'],"['order', 'confirm']",['order'],order,order
3012,1,dangerous,['dangerous'],[''],['features'],['features'],['dangerous'],,
3010,1,what does it say for you?,['features'],"['why', '*']",['order'],['features'],['doing'],,
3008,1,here by the circle,['doing'],['doing'],['confirm'],[''],['doing'],doing,
3006,1,which one?,['doing'],['doing'],[''],['features'],['doing'],doing,
3005,1,a can you scan this object,['order'],['order'],['order'],['order'],['order'],order,order
3004,1,should we test it?,['doing'],['doing'],['features'],['doing'],['doing'],doing,doing
3001,1,"Mine says benight, but agent A's says its dangerous",['features'],"['dangerous', 'safe']",['features'],['features'],"['dangerous', 'safe']",features,features
2997,1,"Hi Agent D, is object 15 dangeruos",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2993,1,can you scan this object for me agent d?,['order'],['order'],['order'],['order'],['order'],order,order
2991,1,ok cool follow me,['order'],['order'],['order'],['order'],['order'],order,order
2989,1,we should have ai check it,['doing'],['doing'],[''],['doing'],['doing'],doing,doing
2987,1,mine says dangerous,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2985,1,what's yours say,['doing'],"['why', '*']","['order', 'features']",['features'],['doing'],,
2984,1,yah it does,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
2983,1,wait yours says benign?,['safe'],['safe'],['features'],['features'],['safe'],safe,
2981,1,this one in front of me,['doing'],[''],['why'],['features'],['doing'],,
2978,1,B can you help me bring object 15?,['order'],['order'],['order'],['order'],['order'],order,order
2976,1,Here is a dangerous object,['dangerous'],['dangerous'],['confirm'],['features'],['dangerous'],dangerous,
2974,1,any dangerous objects here?,['doing'],['dangerous'],"['order', 'dangerous']",['features'],['dangerous'],dangerous,
2914,1,object 6 collected,['doing'],['doing'],['features'],['doing'],['doing'],doing,doing
2886,1,no need for more help Agent C,['order'],['order'],['confirm'],['order'],['confirm'],order,order
2876,1,no need for more help,['order'],['order'],['confirm'],['order'],['confirm'],order,order
2870,1,ok you can stop following me,['order'],['order'],['order'],['order'],['order'],order,order
2857,1,let's go to the goal then,['doing'],['order'],['order'],"['order', 'doing']",['order'],order,order
2854,1,"I did, 3 is the only dangerous one",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2853,1,can you check the other boxes please,['order'],['order'],['order'],['order'],['order'],order,order
2850,1,That is the only dangerous box i think,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2849,1,i have object 3,['doing'],['doing'],['confirm'],['doing'],['doing'],doing,doing
2848,1,"B, what are you carrying?",['doing'],"['why', '*']","['order', 'doing']",['doing'],['doing'],doing,doing
2842,1,Object 3 is the only dangerous one I see,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2837,1,strong,[''],[''],['confirm'],['features'],['features'],,
2836,1,because we are all here,['doing'],['why'],['confirm'],['doing'],['why'],,
2835,1,agent A you should also carry one,['order'],['order'],['order'],['order'],['order'],order,order
2834,1,Agent D where are you,['doing'],['doing'],[''],['doing'],['doing'],doing,doing
2824,1,i need help carrying an object,['doing'],"['order', 'why']",[''],"['doing', 'order']",['doing'],doing,
2817,1,please,[''],['confirm'],[''],[''],['order'],,
2815,1,i need help to carry an object Agent C,['order'],"['order', 'why']",[''],['order'],['doing'],order,order
2802,1,we have to complete the mission,['doing'],['doing'],[''],['doing'],['order'],doing,doing
2799,1,you have to follow me,['order'],['order'],['order'],['order'],['order'],order,order
2797,1,just follow me,['order'],['order'],['order'],['order'],['order'],order,order
2795,1,follow me agent c,['order'],['order'],['order'],['order'],['order'],order,order
2787,1,helo,[''],[''],[''],[''],['doing'],,
2733,1,Hi Agent C please dont move,['order'],['order'],['order'],['order'],['order'],order,order
2730,1,"Hi Agent C, Can you tell me if Object 19 is safe to carry ?",['features'],"['doing', 'safe']",['order'],['features'],['safe'],,
2729,1,Please como close to me,['order'],['order'],['order'],['order'],['order'],order,order
2726,1,Is this object safe to carry or is dangerous?,['features'],['dangerous'],['features'],['features'],"['safe', 'dangerous']",features,features
2724,1,"Hi Agent C, can I carry object 19?",['doing'],['doing'],['order'],['features'],['doing'],doing,
2712,1,Please follow me D,['order'],['order'],['order'],['order'],['order'],order,order
2708,1,"Hi Agend D can you help me estimate if I can carry an object in position -5.5, 6.5",['features'],['order'],"['order', 'why']",['features'],"['doing', 'features']",features,
2702,1,Please help to carry object,['doing'],['order'],['order'],['order'],['order'],order,order
2684,1,Please move,['order'],['order'],['order'],['order'],['order'],order,order
2665,1,"Hi Agent D, can you follow me?",['order'],['doing'],['order'],['order'],['order'],order,order
2661,1,Hi ,[''],['confirm'],[''],[''],['doing'],,
2650,1,"Agnet D, it is in front of me",['doing'],['doing'],['features'],['features'],['doing'],doing,
2646,1,"Hi Agent D please dont move, Can you help me sense an object?",['order'],['order'],['order'],['order'],['order'],order,order
2644,1,Please help me to carry object 17,['order'],['order'],['order'],['order'],['order'],order,order
2642,1,"Hi Agent A, can you help me sense this object_in fornt of me?",['order'],['order'],['order'],['order'],['order'],order,order
2641,1,Please sense the objetc,['order'],['order'],['order'],['order'],['order'],order,order
2636,1,"I cannot identify dangerous objects , sorry",['doing'],['dangerous'],['features'],['features'],['dangerous'],,
2628,1,caan you help me?,['doing'],['order'],['order'],['order'],['doing'],order,order
2627,1,I am behind you,['doing'],['doing'],['confirm'],['doing'],['doing'],doing,doing
2625,1,d come closer,['order'],['order'],['order'],['order'],['order'],order,order
2624,1,d come back,['order'],['order'],['order'],['order'],['order'],order,order
2622,1,get out of my way,['order'],['order'],['order'],['order'],['order'],order,order
2621,1,I am here,['doing'],['doing'],['confirm'],['doing'],['confirm'],doing,doing
2619,1,help me to grab,['order'],['order'],['order'],['order'],['order'],order,order
2617,1,help me grab,['order'],['order'],['order'],['order'],['order'],order,order
2616,1,i am waiting,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
2610,1,i need strength,['doing'],['order'],[''],['features'],['doing'],,
2596,1,help me with object 0,['order'],['order'],['order'],['order'],['order'],order,order
2594,1,I need help,['doing'],['order'],['order'],"['doing', 'order']",['doing'],doing+order,order
2593,1,let's work together,['doing'],['order'],['order'],"['doing', 'order']",['order'],order,order
2588,1,with package 1,[''],[''],['order'],['features'],['doing'],,
2587,1,come help me,['doing'],['order'],['order'],['order'],['order'],order,order
2586,1,agent b,[''],[''],[''],['features'],['doing'],,
2583,1,agent d come help me pick up object 1,['order'],['order'],['order'],['order'],['order'],order,order
2581,1,come help me pick up this object,['order'],['order'],['order'],['order'],['order'],order,order
2579,1,agent d come and help me,['order'],['order'],['order'],['order'],['order'],order,order
2577,1,move a lot,['order'],['doing'],['order'],['order'],['order'],order,order
2572,1,hel,[''],[''],[''],[''],['doing'],,
2570,1,out of the way,['order'],['order'],['order'],['order'],['order'],order,order
2568,1,agent d please move,['order'],['order'],['order'],['order'],['order'],order,order
2566,1,agent d helping,['doing'],['order'],['doing'],['order'],['doing'],doing,
2564,1,Pleas move,['order'],['order'],['order'],['order'],['order'],order,order
2563,1,pick up,['order'],['order'],['order'],['order'],['order'],order,order
2561,1,who needs help,['doing'],['doing'],[''],['doing'],['doing'],doing,doing
2560,1,rescue me,['doing'],['order'],['order'],['order'],['order'],order,order
2559,1,agent D come help me,['order'],['order'],['order'],['order'],['order'],order,order
2558,1,sabotaging us,['doing'],['dangerous'],['doing'],['doing'],['dangerous'],doing,doing
2557,1,agent B is a bad guy,['doing'],['dangerous'],[''],['features'],['dangerous'],,
2556,1,ya carried object,['doing'],['doing'],"['doing', 'confirm']",['doing'],['doing'],doing,doing
2555,1,i am dead in the water,['doing'],['doing'],[''],['doing'],['doing'],doing,doing
2554,1,"Objetcs 0, 1 and 2 no dngerous",['safe'],['dangerous'],['features'],['features'],['safe'],,
2553,1,move sir!!!!,['doing'],['order'],['order'],['order'],['order'],order,order
2552,1,agent b for ***'s sake,['doing'],[''],[''],[''],['doing'],,
2550,1,i can't move,['doing'],['doing'],[''],['doing'],['doing'],doing,doing
2549,1,b you are blocking me,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
2547,1,following,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
2539,1,"C, can you please go to center",['order'],['order'],['order'],['order'],['order'],order,order
2537,1,"C, can you please move away?",['order'],['order'],['order'],['order'],['order'],order,order
2535,1,"C, can you move away by 2 meter so I can go to center",['order'],['order'],"['order', 'why']",['order'],['order'],order,order
2533,1,"C, can you move away so I can go to the center",['order'],['order'],"['order', 'why']",['order'],['order'],order,order
2523,1,"Hey C, can you assist in carrying object 11, last seen at (7.5, -7.5)",['order'],['order'],['order'],['order'],['order'],order,order
2516,1,"Hey C, can you help collect object 11",['order'],['order'],['order'],['order'],['order'],order,order
2514,1,"C, collect object 11",['order'],['order'],['order'],['order'],['order'],order,order
2488,1,"B, can you follow me?",['order'],['doing'],['order'],['order'],['order'],order,order
2475,1,Hey B can you help me check this area,['order'],['order'],['order'],['order'],['order'],order,order
2407,1,"D, what is the next dangerous item",['dangerous'],['dangerous'],['dangerous'],['features'],"['dangerous', 'features']",dangerous,dangerous
2406,1,Change to the next dangerous one,['dangerous'],['dangerous'],['order'],['order'],"['dangerous', 'order']",dangerous+order,
2405,1,Obejct 2 is already pickedup,['doing'],['doing'],['confirm'],['features'],['doing'],doing,
2402,1,"D, sumarize the next dangerous item",['dangerous'],['dangerous'],['order'],"['order', 'features']","['dangerous', 'order']",dangerous+order,
2400,1,"for example, here's my list of dangerous items [2, 6, 7, 11, 13, 14, 15]",['dangerous'],['dangerous'],['why'],['features'],['dangerous'],dangerous,
2399,1," C, if you finieshed scanning, please give D a report of the object that you think is dangerous",['dangerous'],"['dangerous', 'doing']",['order'],"['order', 'features']","['dangerous', 'order']",dangerous+order,
2393,1,"D, my dangerous items list is [1, 2, 6, 7, 8, 9, 11, 15, 16]",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2392,1,"A, maybe you can also report such list incase D will forget",['doing'],['doing'],['order'],['order'],['order'],order,
2390,1,I can assist in moving object 11,['doing'],['doing'],[''],['doing'],['doing'],doing,doing
2387,1,"D, here's my list of dangerous items [2, 6, 7, 11, 13, 14, 15]",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2384,1,"D, move object 11",['order'],['order'],['order'],['order'],['order'],order,order
2382,1,"D, can you dispose object 11?",['order'],['order'],['order'],['order'],['order'],order,order
2380,1,"D, pickup object 11",['order'],['order'],['order'],['order'],['order'],order,order
2376,1,"B, what did you get for 11?",['features'],"['why', '*']",['features'],['features'],['features'],features,features
2374,1,"D, provide all the information you know about object 11",['features'],['order'],['order'],"['order', 'features']",['features'],features+order,order
2370,1,"D, summarize object 11",['features'],['order'],['order'],"['order', 'features']",['features'],features+order,order
2364,1,yues,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
2363,1,That way it can summarize,['doing'],['doing'],[''],[''],['doing'],doing,
2362,1,"D, update your summary",['order'],['order'],['order'],['order'],['order'],order,order
2361,1,And then report back all the information to D,['doing'],['order'],['order'],['order'],['order'],order,order
2360,1,"C, can you go around and sense all the objects?",['order'],['order'],['order'],['order'],['order'],order,order
2352,1,"D, summarize the dangerous items from our results",['dangerous'],['dangerous'],['order'],"['order', 'features']","['dangerous', 'order']",dangerous+order,
2350,1,Who did you hear that information from>,['why'],['why'],[''],['features'],['why'],why,
2320,1,I;ve scanned all the obejcts,['doing'],['doing'],['confirm'],['doing'],['doing'],doing,doing
2310,1,"D, please summarize",['doing'],['order'],['order'],['order'],['order'],order,order
2309,1,I will go try to scan all the rooms,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
2301,1,6-9 all dangerous for me,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2295,1,Can you tell me the positions of these three objects?,['features'],['order'],['order'],['features'],['features'],features,
2293,1,And the weight of 17?,['features'],['why'],"['order', 'features']",['features'],['features'],features,features
2291,1,Can you tell me the weight of the objects 18 and 19?,['features'],['order'],['order'],['features'],['features'],features,
2289,1,Can you tell me which objects are dangerous?,['dangerous'],['dangerous'],['order'],['features'],"['dangerous', 'features']",dangerous,
2288,1,"Hey B, can you move?",['doing'],['order'],['order'],['order'],['order'],order,order
2286,1,Can you move?,['doing'],['order'],['order'],['order'],['order'],order,order
2285,1,"Hey C, are you alive?",['doing'],['doing'],[''],['doing'],['confirm'],doing,doing
2283,1,I wil help you sensing objects,['doing'],['order'],['doing'],['doing'],['doing'],doing,doing
2281,1,Yes I follow you,['doing'],"['doing', 'confirm']","['doing', 'confirm']",['doing'],['doing'],doing,doing
2279,1,To help me sensing objects,['doing'],['order'],['order'],['order'],['doing'],order,order
2275,1,Can you go to Object with id 4 and check it?,['order'],['order'],['order'],['order'],['order'],order,order
2272,1,"Hey Ca, can you help me sensing the object in another room?",['order'],['order'],['order'],['order'],['order'],order,order
2270,1,I can carry,['confirm'],['doing'],['confirm'],['features'],['doing'],,
2268,1,Which is the weight?,['features'],['features'],['features'],['features'],['features'],features,features
2266,1,The object with the id 17,[''],"['doing', 'features']",['features'],['features'],['features'],features,features
2265,1,The 17 ,[''],['features'],['features'],['features'],['features'],features,features
2263,1,"Hey C, can you sense the object in front of you?",['order'],['order'],['order'],['order'],['order'],order,order
2256,1,"Can you check the object 16, C?",['order'],['order'],['order'],['order'],['order'],order,order
2254,1,Can you move to another room C?,['order'],['order'],['order'],['order'],['order'],order,order
2252,1,"Hi C, can you let us know of any dangerous objects",['dangerous'],['dangerous'],['order'],['order'],"['dangerous', 'order']",dangerous+order,
2250,1,The object in front of me,[''],['doing'],['order'],['features'],['features'],,
2248,1,Hey C can you sense the object near us?,['order'],['order'],['order'],['order'],['order'],order,order
2246,1,"Hey D, what is the id of the object on your ght ",['doing'],"['why', '*']",['order'],['features'],['features'],,
2238,1,Where is it?,['doing'],['doing'],[''],['features'],['why'],,
2236,1,How heavy is object 19,['features'],['features'],['features'],['features'],['features'],features,features
2233,1,I need all objects that you have sensed and are dangeous,['dangerous'],['order'],['features'],['features'],"['dangerous', 'features']",features,
2231,1,"D,C can you let me know of any dangerous objects in front of you",['dangerous'],['dangerous'],['order'],['features'],"['dangerous', 'order']",dangerous,
2224,1,"D,C can you let me know of any dangerous objects here",['dangerous'],['dangerous'],['order'],['features'],"['dangerous', 'order']",dangerous,
2221,1,"Hi A, I am a human agent",['doing'],['doing'],['confirm'],['features'],['confirm'],,
2220,1,"I can carry objects  and C,D can sense them",['doing'],['doing'],['doing'],['features'],['doing'],doing,doing
2216,1,I need you guidance on which objects to carry,['doing'],"['order', 'why']",[''],['doing'],['order'],,
2215,1,"Hi D,C",[''],['confirm'],[''],[''],['doing'],,
2214,1,I think that's benign as well,['safe'],['safe'],['features'],['features'],['safe'],safe,
2211,1,"Hey D, I think that is a benign Object",['safe'],['safe'],['features'],['features'],['safe'],safe,
2210,1,If you agree,['doing'],['confirm'],['confirm'],['doing'],['confirm'],confirm,
2209,1,"Hi, I think it's time to end the session",['doing'],['doing'],[''],['doing'],['doing'],doing,doing
2208,1,"Thanks, I will go pick up object 2 since we all agree",['doing'],['doing'],['doing'],"['doing', 'make-safe']",['doing'],doing,doing
2205,1,"Hey D, C, can you let me know about all dangerous objects you have seen so far",['dangerous'],['dangerous'],['order'],['features'],"['dangerous', 'order']",dangerous,
2200,1,"I need help to sense objects 1, 2, 4, 5, 9, 11 ",['doing'],"['order', 'why']","['order', 'why']",['order'],['order'],order,order
2199,1,To sense the object 0 ,['doing'],['doing'],['order'],['doing'],['doing'],doing,doing
2197,1,Hey D I follow you,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
2187,1,"Hi all, I want opinion on the following objects",['doing'],['why'],['order'],['features'],['why'],,
2185,1,I will wait for you,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
2183,1,"Hey D, can you help me sense object 1 (7.5,5.5)",['order'],['order'],['order'],['order'],['order'],order,order
2182,1,Sorry,['confirm'],['confirm'],['confirm'],[''],['confirm'],confirm,confirm
2178,1,"Yes C, could you help sense object 1",['order'],['doing'],['order'],['order'],['order'],order,order
2173,1,Could you move agent C,['order'],['order'],['order'],['order'],['order'],order,order
2171,1,I need to pick up object 2,['doing'],['order'],['doing'],['doing'],['doing'],doing,doing
2170,1,Can you move vC pleases,['doing'],['order'],['order'],['order'],['order'],order,order
2169,1,I will go pick up object 2 since D and I agree it's dangeous,['dangerous'],['doing'],"['doing', 'make-safe']","['doing', 'make-safe']",['doing'],doing,doing
2168,1,"I need help with the Object 13 of weight 4 in the position (5.5, -8.5)",['doing'],"['order', 'features']",['order'],"['order', 'doing']",['order'],order,order
2164,1,You asked for my help,['doing'],['order'],['confirm'],['doing'],['confirm'],,
2160,1,Do not follow me,['order'],['order'],['order'],['order'],['order'],order,order
2155,1,"Can you sense object 1 at 7.5, 5.5",['order'],['order'],['order'],['order'],['order'],order,order
2146,1,What is your opinion on object 1,['features'],"['why', '*']",['features'],['features'],['why'],features,features
2144,1,Hi all,[''],['confirm'],[''],[''],[''],,
2137,1,Okay. I will pick it up,['confirm'],['doing'],['doing'],['doing'],['doing'],doing,doing
2136,1,And ogf weight 2,['features'],['features'],['features'],['features'],[''],features,features
2135,1,It's dangerous with probability of 75%,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
2131,1,Agent B can you help answer the question,['order'],['order'],['order'],['order'],['order'],order,order
